Results,Age,Benefit,Benefit Value,Body Type,Confidence,Cortisol Cleaning,Cortisol Filter,Created time,Inflammation Filter,Last edited time,Main Tag,Max Pain,Muscle Damage Filter,Muscle Soreness Filter,"Oxidative Stress Filter ",Pain Filter,Participants,Product,"Research Papers ",Score,Sex,Sleep Quality Filter,Sub Tag,Supplement,Trial Design,Trial Length,Year,💊 Supplements
"The study tested if saffron could help with memory, depression, and anxiety in people who had heart bypass surgery. It was found that saffron did not provide any significant help in improving these conditions.","18-29, 30-44, 45-64",NULL,-1,,✅,No,0,"June 30, 2023 2:19 PM",0,"April 18, 2025 4:13 PM",Mood,Saffron,0,0,0,0,76,,"Effects of Saffron on Cognition, Anxiety, and Depression in Patients Undergoing Coronary Artery Bypass Grafting: A Randomized Double-Blind Placebo-Controlled Trial (https://www.notion.so/Effects-of-Saffron-on-Cognition-Anxiety-and-Depression-in-Patients-Undergoing-Coronary-Artery-Bypa-a58eec595c2e4c14a608a517644f2fdc?pvs=21)",-1,both sexes,0,,Saffron,Randomized controlled trial,1-6 Months,,Saffron (https://www.notion.so/Saffron-1d659c2aeec581429aecc7a056cc5dfc?pvs=21)
"The study tested if saffron could help with memory, depression, and anxiety in people who had heart bypass surgery. It was found that saffron did not provide any significant help in improving these conditions.","18-29, 30-44, 45-64",NULL,-1,,✅,No,0,"June 30, 2023 2:19 PM",0,"April 18, 2025 4:13 PM",Anxiety,Saffron,0,0,0,0,76,,"Effects of Saffron on Cognition, Anxiety, and Depression in Patients Undergoing Coronary Artery Bypass Grafting: A Randomized Double-Blind Placebo-Controlled Trial (https://www.notion.so/Effects-of-Saffron-on-Cognition-Anxiety-and-Depression-in-Patients-Undergoing-Coronary-Artery-Bypa-a58eec595c2e4c14a608a517644f2fdc?pvs=21)",-1,both sexes,0,,Saffron,Randomized controlled trial,1-6 Months,,Saffron (https://www.notion.so/Saffron-1d659c2aeec581429aecc7a056cc5dfc?pvs=21)
"Smelling saffron for 20 minutes was found to lower stress hormone levels and increase a type of estrogen in women, while also reducing anxiety levels. This suggests that saffron odor could help with problems like premenstrual syndrome, menstrual pain, and irregular menstruation.","18-29, 30-44",Positive,1,,🚩,No,0,"June 30, 2023 2:20 PM",0,"April 18, 2025 4:13 PM",Anxiety,Saffron,0,0,0,0,47,,Psychological and neuroendocrinological effects of odor of saffron (Crocus sativus) (https://www.notion.so/Psychological-and-neuroendocrinological-effects-of-odor-of-saffron-Crocus-sativus-dd64574fe6e84f79a5e4edd8d292eb24?pvs=21),0,Female,0,,Saffron,Double-blind,24 Hours,,Saffron (https://www.notion.so/Saffron-1d659c2aeec581429aecc7a056cc5dfc?pvs=21)
"Smelling saffron for 20 minutes was found to lower stress hormone levels and increase a type of estrogen in women, while also reducing anxiety levels. This suggests that saffron odor could help with problems like premenstrual syndrome, menstrual pain, and irregular menstruation.","18-29, 30-44",Positive,1,,🚩,No,0,"June 30, 2023 2:20 PM",0,"April 18, 2025 4:13 PM",Pain,Saffron,0,0,0,0,47,,Psychological and neuroendocrinological effects of odor of saffron (Crocus sativus) (https://www.notion.so/Psychological-and-neuroendocrinological-effects-of-odor-of-saffron-Crocus-sativus-dd64574fe6e84f79a5e4edd8d292eb24?pvs=21),0,Female,0,,Saffron,Double-blind,24 Hours,,Saffron (https://www.notion.so/Saffron-1d659c2aeec581429aecc7a056cc5dfc?pvs=21)
"Smelling saffron for 20 minutes was found to lower stress hormone levels and increase a type of estrogen in women, while also reducing anxiety levels. This suggests that saffron odor could help with problems like premenstrual syndrome, menstrual pain, and irregular menstruation.","18-29, 30-44",Positive,1,,🚩,No,0,"June 30, 2023 2:20 PM",0,"April 18, 2025 4:13 PM",Stress,Saffron,0,0,0,0,47,,Psychological and neuroendocrinological effects of odor of saffron (Crocus sativus) (https://www.notion.so/Psychological-and-neuroendocrinological-effects-of-odor-of-saffron-Crocus-sativus-dd64574fe6e84f79a5e4edd8d292eb24?pvs=21),0,Female,0,,Saffron,Double-blind,24 Hours,,Saffron (https://www.notion.so/Saffron-1d659c2aeec581429aecc7a056cc5dfc?pvs=21)
"In an 8-week study, saffron extract helped teenagers aged 12-16 years who were feeling anxious or sad, reducing these feelings more than a placebo. ",,Positive,1,,✅,No,0,"June 30, 2023 2:22 PM",0,"April 18, 2025 4:13 PM",Mood,Saffron,0,0,0,0,80,,"Saffron ®, a standardised extract from saffron (Crocus sativus L.) for the treatment of youth anxiety and depressive symptoms: A randomised, double-blind, placebo-controlled study (https://www.notion.so/Saffron-a-standardised-extract-from-saffron-Crocus-sativus-L-for-the-treatment-of-youth-anxiet-f521d2f551e542998a0f2f8e99dfc5f5?pvs=21)",1,Both sexes,0,,Saffron,Randomized controlled trial,1-6 Months,,Saffron (https://www.notion.so/Saffron-1d659c2aeec581429aecc7a056cc5dfc?pvs=21)
"In an 8-week study, saffron extract helped teenagers aged 12-16 years who were feeling anxious or sad, reducing these feelings more than a placebo. ",,Positive,1,,✅,No,0,"June 30, 2023 2:22 PM",0,"April 18, 2025 4:13 PM",Anxiety,Saffron,0,0,0,0,80,,"Saffron ®, a standardised extract from saffron (Crocus sativus L.) for the treatment of youth anxiety and depressive symptoms: A randomised, double-blind, placebo-controlled study (https://www.notion.so/Saffron-a-standardised-extract-from-saffron-Crocus-sativus-L-for-the-treatment-of-youth-anxiet-f521d2f551e542998a0f2f8e99dfc5f5?pvs=21)",1,Both sexes,0,,Saffron,Randomized controlled trial,1-6 Months,,Saffron (https://www.notion.so/Saffron-1d659c2aeec581429aecc7a056cc5dfc?pvs=21)
"Taking a 50 milligram capsule of saffron twice daily for 12 weeks significantly helped to reduce anxiety and depression in adult patients. ","65+, 18-29, 30-44, 45-64",Positive,1,,✅,No,0,"June 30, 2023 2:25 PM",0,"April 18, 2025 4:13 PM",Anxiety,Saffron,0,0,0,0,60,,"A double-blind, randomized and placebo-controlled trial of Saffron (Crocus sativus L.) in the treatment of anxiety and depression (https://www.notion.so/A-double-blind-randomized-and-placebo-controlled-trial-of-Saffron-Crocus-sativus-L-in-the-treatm-da5154d145c94555af7cbbb7ae57160a?pvs=21)",1,Both,0,,Saffron,Randomized controlled trial,1-6 Months,,Saffron (https://www.notion.so/Saffron-1d659c2aeec581429aecc7a056cc5dfc?pvs=21)
"Taking a 50 milligram capsule of saffron twice daily for 12 weeks significantly helped to reduce anxiety and depression in adult patients. ","65+, 18-29, 30-44, 45-64",Positive,1,,✅,No,0,"June 30, 2023 2:25 PM",0,"April 18, 2025 4:13 PM",Mood,Saffron,0,0,0,0,60,,"A double-blind, randomized and placebo-controlled trial of Saffron (Crocus sativus L.) in the treatment of anxiety and depression (https://www.notion.so/A-double-blind-randomized-and-placebo-controlled-trial-of-Saffron-Crocus-sativus-L-in-the-treatm-da5154d145c94555af7cbbb7ae57160a?pvs=21)",1,Both,0,,Saffron,Randomized controlled trial,1-6 Months,,Saffron (https://www.notion.so/Saffron-1d659c2aeec581429aecc7a056cc5dfc?pvs=21)
"The study showed that Aswagandha extract can be quite effective in treating anxiety disorders, with almost 9 out of 10 people given the extract showing positive responses after 6 weeks","30-44, 45-64",Positive,1,,⭐,No,0,"June 30, 2023 2:27 PM",0,"April 18, 2025 4:21 PM",Anxiety,Ashwagandha,0,0,0,0,21,,"A double-blind, placebo-controlled evaluation of the anxiolytic efficacy ff an ethanolic extract of withania somnifera (https://www.notion.so/A-double-blind-placebo-controlled-evaluation-of-the-anxiolytic-efficacy-ff-an-ethanolic-extract-of--ccecdc59c00444959115d383fe885215?pvs=21)",2,Both,0,,Ashwagandha,Double-blind,1-6 Months,,Ashwagandha (https://www.notion.so/Ashwagandha-1d659c2aeec581829ff5c6842e0e9604?pvs=21)
"The study found that taking a 300 mg capsule of Ashwagandha root extract twice a day for 10 weeks helped people with insomnia sleep better and feel less anxious, without any negative side effects.","18-29, 30-44, 45-64",Positive,1,,✅,No,0,"June 30, 2023 2:29 PM",0,"April 18, 2025 4:21 PM",Anxiety,Ashwagandha,0,0,0,0,60,,"Efficacy and Safety of Ashwagandha (Withania somnifera) Root Extract in Insomnia and Anxiety: A Double-blind, Randomized, Placebo-controlled Study (https://www.notion.so/Efficacy-and-Safety-of-Ashwagandha-Withania-somnifera-Root-Extract-in-Insomnia-and-Anxiety-A-Doub-13d781c13e6b4b269a03f0657c8f7c22?pvs=21)",1,both,0,,Ashwagandha,Randomized controlled trial,1-6 Months,,Ashwagandha (https://www.notion.so/Ashwagandha-1d659c2aeec581829ff5c6842e0e9604?pvs=21)
"The study found that taking a 300 mg capsule of Ashwagandha root extract twice a day for 10 weeks helped people with insomnia sleep better and feel less anxious, without any negative side effects.","18-29, 30-44, 45-64",Positive,1,,✅,No,0,"June 30, 2023 2:29 PM",0,"April 18, 2025 4:21 PM",Sleep Quality,Ashwagandha,0,0,0,0,60,,"Efficacy and Safety of Ashwagandha (Withania somnifera) Root Extract in Insomnia and Anxiety: A Double-blind, Randomized, Placebo-controlled Study (https://www.notion.so/Efficacy-and-Safety-of-Ashwagandha-Withania-somnifera-Root-Extract-in-Insomnia-and-Anxiety-A-Doub-13d781c13e6b4b269a03f0657c8f7c22?pvs=21)",1,both,1,Latency,Ashwagandha,Randomized controlled trial,1-6 Months,,Ashwagandha (https://www.notion.so/Ashwagandha-1d659c2aeec581829ff5c6842e0e9604?pvs=21)
"Ashwagandha granules showed a significant improvement in anxious mood among participants with Generalized Anxiety Disorder, performing better than a placebo.","18-29, 30-44, 45-64",Positive,1,,✅,No,0,"June 30, 2023 2:31 PM",0,"April 18, 2025 4:21 PM",Anxiety,Ashwagandha,0,0,0,0,86,,A RANDOMIZED DOUBLE BLIND PLACEBO CONTROLLED STUDY OF ASHWAGANDHA ON GENERALIZED ANXIETY DISORDER (https://www.notion.so/A-RANDOMIZED-DOUBLE-BLIND-PLACEBO-CONTROLLED-STUDY-OF-ASHWAGANDHA-ON-GENERALIZED-ANXIETY-DISORDER-afbcd560f5034728a68083a6c282c7e8?pvs=21),1,Both,0,,Ashwagandha,Randomized controlled trial,1-6 Months,,Ashwagandha (https://www.notion.so/Ashwagandha-1d659c2aeec581829ff5c6842e0e9604?pvs=21)
"When taken along with their regular medication, patients with bipolar disorder who took a medicinal herb called Withania somnifera showed better performance on three mental tasks. However, the herb did not significantly change mood or anxiety levels and caused minor side effects.","65+, 18-29, 30-44, 45-64",Positive,1,,🚩,No,0,"June 30, 2023 2:39 PM",0,"April 18, 2025 4:21 PM",Cognition,Ashwagandha,0,0,0,0,60,,Randomized placebo-controlled adjunctive study of an extract of withania somnifera for cognitive dysfunction in bipolar disorder (https://www.notion.so/Randomized-placebo-controlled-adjunctive-study-of-an-extract-of-withania-somnifera-for-cognitive-dys-df71e112de2b436f869ee97812b824e0?pvs=21),0,Both,0,,Ashwagandha,Randomized controlled trial,1-6 Months,,Ashwagandha (https://www.notion.so/Ashwagandha-1d659c2aeec581829ff5c6842e0e9604?pvs=21)
"Mood and anxiety scores remained stable with no significant change, indicating that WSE does not significantly affect these parameters.","65+, 18-29, 30-44, 45-64",NULL,-1,,🚩,No,0,"June 30, 2023 2:40 PM",0,"April 18, 2025 4:21 PM",Mood,Ashwagandha,0,0,0,0,60,,Randomized placebo-controlled adjunctive study of an extract of withania somnifera for cognitive dysfunction in bipolar disorder (https://www.notion.so/Randomized-placebo-controlled-adjunctive-study-of-an-extract-of-withania-somnifera-for-cognitive-dys-df71e112de2b436f869ee97812b824e0?pvs=21),0,Both,0,,Ashwagandha,Randomized controlled trial,1-6 Months,,Ashwagandha (https://www.notion.so/Ashwagandha-1d659c2aeec581829ff5c6842e0e9604?pvs=21)
"Mood and anxiety scores remained stable with no significant change, indicating that WSE does not significantly affect these parameters.","65+, 18-29, 30-44, 45-64",NULL,-1,,🚩,No,0,"June 30, 2023 2:40 PM",0,"April 18, 2025 4:21 PM",Anxiety,Ashwagandha,0,0,0,0,60,,Randomized placebo-controlled adjunctive study of an extract of withania somnifera for cognitive dysfunction in bipolar disorder (https://www.notion.so/Randomized-placebo-controlled-adjunctive-study-of-an-extract-of-withania-somnifera-for-cognitive-dys-df71e112de2b436f869ee97812b824e0?pvs=21),0,Both,0,,Ashwagandha,Randomized controlled trial,1-6 Months,,Ashwagandha (https://www.notion.so/Ashwagandha-1d659c2aeec581829ff5c6842e0e9604?pvs=21)
Ashwagandha supplementation led to a significant reduction in the Hamilton Anxiety Rating Scale (HAM-A),,Positive,1,,✅,No,0,"June 30, 2023 2:41 PM",0,"April 18, 2025 4:21 PM",Anxiety,Ashwagandha,0,0,0,0,60,,"An investigation into the stress-relieving and pharmacological actions of an ashwagandha (Withania somnifera) extract: A randomized, double-blind, placebo-controlled study (https://www.notion.so/An-investigation-into-the-stress-relieving-and-pharmacological-actions-of-an-ashwagandha-Withania-s-a4b8134272c747c384fce3cabcded3bb?pvs=21)",1,Both,0,,Ashwagandha,Randomized controlled trial,1-6 Months,,Ashwagandha (https://www.notion.so/Ashwagandha-1d659c2aeec581829ff5c6842e0e9604?pvs=21)
"Near-significant reduction in the Depression, Anxiety, and Stress Scale -21 (P = .096).",,Positive,1,,🚩,No,0,"June 30, 2023 2:45 PM",0,"April 18, 2025 4:21 PM",Mood,Ashwagandha,0,0,0,0,60,,"An investigation into the stress-relieving and pharmacological actions of an ashwagandha (Withania somnifera) extract: A randomized, double-blind, placebo-controlled study (https://www.notion.so/An-investigation-into-the-stress-relieving-and-pharmacological-actions-of-an-ashwagandha-Withania-s-a4b8134272c747c384fce3cabcded3bb?pvs=21)",0,Both,0,,Ashwagandha,Randomized controlled trial,1-6 Months,,Ashwagandha (https://www.notion.so/Ashwagandha-1d659c2aeec581829ff5c6842e0e9604?pvs=21)
"Near-significant reduction in the Depression, Anxiety, and Stress Scale -21 (P = .096).",,Positive,1,,🚩,No,0,"June 30, 2023 2:45 PM",0,"April 18, 2025 4:21 PM",Stress,Ashwagandha,0,0,0,0,60,,"An investigation into the stress-relieving and pharmacological actions of an ashwagandha (Withania somnifera) extract: A randomized, double-blind, placebo-controlled study (https://www.notion.so/An-investigation-into-the-stress-relieving-and-pharmacological-actions-of-an-ashwagandha-Withania-s-a4b8134272c747c384fce3cabcded3bb?pvs=21)",0,Both,0,,Ashwagandha,Randomized controlled trial,1-6 Months,,Ashwagandha (https://www.notion.so/Ashwagandha-1d659c2aeec581829ff5c6842e0e9604?pvs=21)
" This study found that the kava extract WS 1490 significantly improved sleep quality and reduced anxiety symptoms in people suffering from sleep issues due to non-psychotic anxiety","18-29, 30-44, 45-64",Positive,1,,✅,No,0,"June 30, 2023 2:47 PM",0,"April 17, 2025 4:27 PM",Anxiety,Kava,0,0,0,0,61,,"Clinical efficacy of kava extract WS 1490 in sleep disturbances associated with anxiety disorders. Results of a multicenter, randomized, placebo-controlled, double-blind clinical trial (https://www.notion.so/Clinical-efficacy-of-kava-extract-WS-1490-in-sleep-disturbances-associated-with-anxiety-disorders-R-6408300048c643b29d1383494f17c9c5?pvs=21)",1,Both sexes,0,,Kava,Double-blind,2-4 Weeks,,Kava (https://www.notion.so/Kava-1d659c2aeec581029704dbeb0acd8f8e?pvs=21)
" This study found that the kava extract WS 1490 significantly improved sleep quality and reduced anxiety symptoms in people suffering from sleep issues due to non-psychotic anxiety","18-29, 30-44, 45-64",Positive,1,,✅,No,0,"June 30, 2023 2:47 PM",0,"April 17, 2025 4:27 PM",Sleep Quality,Kava,0,0,0,0,61,,"Clinical efficacy of kava extract WS 1490 in sleep disturbances associated with anxiety disorders. Results of a multicenter, randomized, placebo-controlled, double-blind clinical trial (https://www.notion.so/Clinical-efficacy-of-kava-extract-WS-1490-in-sleep-disturbances-associated-with-anxiety-disorders-R-6408300048c643b29d1383494f17c9c5?pvs=21)",1,Both sexes,1,,Kava,Double-blind,2-4 Weeks,,Kava (https://www.notion.so/Kava-1d659c2aeec581029704dbeb0acd8f8e?pvs=21)
"Although kava was not superior to placebo, it would be premature to rule it out as efficacious in GAD",,NULL,-1,,🚩,No,0,"July 1, 2023 9:00 AM",0,"April 17, 2025 4:27 PM",Anxiety,Kava,0,0,0,0,37,,A placebo-controlled study of Kava kava in generalized anxiety disorder (https://www.notion.so/A-placebo-controlled-study-of-Kava-kava-in-generalized-anxiety-disorder-d2162a3370f94d3d975d7d2be037deb2?pvs=21),0,Both,0,,Kava,Double-blind,2-4 Weeks,,Kava (https://www.notion.so/Kava-1d659c2aeec581029704dbeb0acd8f8e?pvs=21)
The study confirms the anxiolytic efficacy and good tolerance of WS1490 and shows that a further symptom reduction is possible after a change-over from benzodiazepine treatment.,"65+, 18-29, 30-44, 45-64",Positive,1,"Healthy Weight, Overweight",⭐,No,0,"July 1, 2023 9:01 AM",0,"April 17, 2025 4:27 PM",Anxiety,Kava,0,0,0,0,40,,"Efficacy of kava-kava in the treatment of non-psychotic anxiety, following pretreatment with benzodiazepines (https://www.notion.so/Efficacy-of-kava-kava-in-the-treatment-of-non-psychotic-anxiety-following-pretreatment-with-benzodi-71a8204dad7949e5841cb8acbf76f66f?pvs=21)",2,Both,0,,Kava,Double-blind,1-6 Months,,Kava (https://www.notion.so/Kava-1d659c2aeec581029704dbeb0acd8f8e?pvs=21)
"The study supports WS 1490 as a treatment alternative to tricyclic antidepressants and benzodiazepines in anxiety disorders, with proven long-term efficacy and none of the tolerance problems associated with tricyclics and benzodiazepines.","18-29, 30-44, 45-64",Positive,1,Healthy Weight,⭐,No,0,"July 1, 2023 9:03 AM",0,"April 17, 2025 4:27 PM",Mood,Kava,0,0,0,0,101,,Kava-kava extract WS 1490 versus placebo in anxiety disorders--a randomized placebo-controlled 25-week outpatient trial (https://www.notion.so/Kava-kava-extract-WS-1490-versus-placebo-in-anxiety-disorders-a-randomized-placebo-controlled-25-we-756975e109cc412abc79f8072e009f04?pvs=21),2,Both sexes,0,,Kava,Double-blind,6+ Months,,Kava (https://www.notion.so/Kava-1d659c2aeec581029704dbeb0acd8f8e?pvs=21)
